Job Title,Company,Location,Salary Estimate,Rating,Description,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Competitors
Senior Data Scientist,iShare Inc,"Chicago, IL",$140K - $160K (Employer provided),-1,"Job Title:

Senior Data Scientist

Location:

Chicago, IL (Hybrid – occasional client site visits)

Experience Required:

7–12 years



$140K–$160K USD



Full-Time



We are seeking a hands-on Senior Data Scientist to join our Insurance Analytics & AI team. The ideal candidate will bring a blend of insurance domain expertise (preferably P&C), a consulting mindset, and strong data science skills. This is a mid-senior level role focused on delivering value through analytics, stakeholder engagemen...",-1,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,-1
Machine Learning Engineer,PayPal,"San Jose, CA",$112K - $192K (Employer provided),3.6,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whet...",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
Sr Data Scientist,PayPal,"San Jose, CA",$124K - $213K (Employer provided),3.6,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whet...",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
Senior Data Scientist (Hybrid),Enova International,"Denver, CO",$96K - $125K (Employer provided),3.6,"We are interested in every qualified candidate who is eligible to work in the United States. However, we are not able to sponsor visas or take over sponsorship at this time.
About the role:
We are seeking a talented Senior Data Scientist to join our Credit Risk Modeling team. In this role, you will develop, enhance and test our models for use in determining the appropriate lending criteria and verification procedures. You will independently dive into open-ended problems in order to present recom...",-1,1001 to 5000 Employees,2004,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),-1
Data Scientist II,Truist,United States,-1,3.3,"The position is described below. If you want to apply, click the Apply Now button at the top or bottom of this page. After you click Apply Now and complete your application, you'll be invited to create a profile, which will let you see your application status and any communications. If you already have a profile with us, you can log in to check status.
Need Help?
If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Access...",-1,10000+ Employees,2019,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1
Artificial Intelligence/Machine Learning Engineer,Wabash Valley Power Alliance,"Indianapolis, IN",$78K - $118K (Glassdoor est.),4.5,"Company Description

About Us
Headquartered in Indianapolis, Indiana, Wabash Valley Power is a not-for-profit electric cooperative and wholesale provider of reliable, affordable electricity to our 21 electric distribution member cooperatives. These cooperatives in turn serve more than 280,000 homes, businesses, and farms in Indiana and Illinois.

As a not-for-profit co-op, we do things a bit differently—and that’s the point. Because we aren’t influenced by shareholders, we make our decisions wit...",-1,51 to 200 Employees,1963,Nonprofit Organization,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),-1
Data Scientist,SOS International LLC,"El Paso, TX",-1,3.3,"Overview:
SOSi is seeking a Data Scientist to join our team. In this role, you will leverage statistical analysis, machine learning, and data visualization techniques to extract actionable insights from complex data sets. You will work cross-functionally with product, engineering, and business teams to drive data-driven decision making.
Responsibilities:
Analyze large, complex data sets to identify trends, patterns, and actionable insights.
Build predictive models and machine learning algorithms...",-1,1001 to 5000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
Sr. Data Scientist,Northeastern University,"Portland, ME",$112K - $163K (Employer provided),4.3,"About the Opportunity
1. Job Summary
This is a full-time, one-year term appointment with the possibility of renewal.
The Senior Data Scientist at the AI Solutions Hub (AISH), the delivery arm of Northeastern University's Experiential AI Institute, will lead the development and delivery of AI solutions across diverse industries. The role involves building end-to-end AI pipelines—from business problem scoping to deployment and monitoring of production-grade models—with a focus on both Generative A...",-1,1001 to 5000 Employees,1898,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1
Data Scientist,McKesson Corporation,"Richmond, VA",$105K - $174K (Employer provided),3.6,"Data Scientist
Richmond, Virginia
Job ID JR0135298
Category Data Scientist, Information Technology
Post Date Sep. 11, 2025
McKesson is an impact-driven, Fortune 10 company that touches virtually every aspect of healthcare. We are known for delivering insights, products, and services that make quality care more accessible and affordable. Here, we focus on the health, happiness, and well-being of you and those we serve – we care.
What you do at McKesson matters. We foster a culture where you can g...",-1,10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
"(USA) Staff, Data Scientist",Walmart,"Bentonville, AR",$110K - $220K (Employer provided),3.4,"Position Summary...
What you'll do...
Job Summary:
As a Staff Data Scientist, you will develop, deploy, and optimize data-driven solutions to address Walmart’s operational and strategic needs. You will work with large-scale datasets, implement machine learning models, and collaborate with cross-functional teams to deliver robust, scalable, and efficient APIs and data systems.
Key Responsibilities:
Design, develop, and deploy machine learning models and algorithms to address key business challeng...",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
Senior Data Scientist,PepsiCo,"Plano, TX",$89K - $149K (Employer provided),3.8,"Overview:
Your role will be based in Plano, to contribute to DS and Advanced Analytics to create AI/ML solutions and to assess the AI safety risks and opportunities for reusability of DS projects aligned with PEP roadmap within the global digital transformation journey within PepsiCo. A wide range of functions including revenue management, supply chain, manufacturing, logistics will be impacted by the adoption of AI technologies, thus augmenting and assisting our people.

You will be part of a c...",-1,10000+ Employees,1965,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
Data Scientist,BrainDo,"Philadelphia, PA",$77K - $132K (Glassdoor est.),5.0,"Job Info
Employment Type: Full-Time
Job Description
Perform extensive development of mathematical and statistical models used to offer insights to enhance marketing efforts through the application of statistical methods. Work as part of a cross-functional project team.
Responsibilities
Determine data needed for individual client to make informed investment decisions regarding product or service marketing;",-1,Unknown,--,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
